habitat_label,n_obs,status,eunis_code,eunis_label,eunis_level,match,confidence,note,eunis_uri,decision
Höfe,2,linked,J2.4,Agricultural constructions,3,close,0.80,Farmyards,http://eunis.eea.europa.eu/eunishabitats/J2.4,
Dach des Hauses,2,linked,J1,"Buildings of cities, towns and villages",2,broad,0.90,Roof of the house,http://eunis.eea.europa.eu/eunishabitats/J1,
Hainbuchenwald,2,linked,G1.A,"Meso- and eutrophic [Quercus], [Carpinus], [Fraxinus], [Acer], [Tilia], [Ulmus] and related woodland",3,exact,0.90,Carpinus woodland,http://eunis.eea.europa.eu/eunishabitats/G1.A,
Garten am Kirchturm,2,linked,I2.2,Small-scale ornamental and domestic garden areas,3,close,0.90,Garden by the church tower,http://eunis.eea.europa.eu/eunishabitats/I2.2,
Gartenplatte,2,linked,I2.2,Small-scale ornamental and domestic garden areas,3,broad,0.80,Paved garden area,http://eunis.eea.europa.eu/eunishabitats/I2.2,
Acerbäume,2,linked,G1.A,"Meso- and eutrophic [Quercus], [Carpinus], [Fraxinus], [Acer], [Tilia], [Ulmus] and related woodland",3,close,0.80,Maple trees,http://eunis.eea.europa.eu/eunishabitats/G1.A,
Ackerboden,2,linked,I1.5,"Bare tilled, fallow or recently abandoned arable land",3,exact,0.90,Arable soil / tilled land,http://eunis.eea.europa.eu/eunishabitats/I1.5,
Ahornbaum beim Zaun,2,linked,G5.1,Lines of trees,3,broad,0.80,Maple tree by a fence,http://eunis.eea.europa.eu/eunishabitats/G5.1,
Klee,2,linked,E2.1,Permanent mesotrophic pastures and aftermath-grazed meadows,3,close,0.70,Clover field / pasture,http://eunis.eea.europa.eu/eunishabitats/E2.1,
Flanzwald,2,linked,G1.C,Highly artificial broadleaved deciduous forestry plantations,3,close,0.70,Pflanzwald / plantation forest,http://eunis.eea.europa.eu/eunishabitats/G1.C,
Schlucht im Wald,2,linked,G,"Woodland, forest and other wooded land",1,broad,0.80,Ravine in the forest,http://eunis.eea.europa.eu/eunishabitats/G,
Flieder,2,linked,FB.3,"Shrub plantations for ornamental purposes or for fruit, other than vineyards",3,close,0.80,Lilac shrub (ornamental),http://eunis.eea.europa.eu/eunishabitats/FB.3,
Bachweidenbüsche,1,linked,F9.1,Riverine scrub,3,exact,0.90,Riparian willow shrubs,http://eunis.eea.europa.eu/eunishabitats/F9.1,
"Gemüsefelder, alter Steinbruch",1,linked,J3.3,Recently abandoned above-ground spaces of extractive industrial sites,3,broad,0.80,Vegetable fields in old quarry,http://eunis.eea.europa.eu/eunishabitats/J3.3,
Gutsacker,1,linked,I1.1,Intensive unmixed crops,3,exact,0.90,Estate arable field,http://eunis.eea.europa.eu/eunishabitats/I1.1,
Baum zwischen den Wiesen,1,linked,G5.1,Lines of trees,3,broad,0.80,Solitary tree between meadows,http://eunis.eea.europa.eu/eunishabitats/G5.1,
Telegraphendrähte entlang einer Tannenhecke am Bahndamm,1,linked,J4.3,Rail networks,3,broad,0.80,Telegraph wires along railway embankment,http://eunis.eea.europa.eu/eunishabitats/J4.3,
"Hang mit Buche, mit Föhren, Fichten und Laubbäumen ziemlich dicht bewachsen",1,linked,G4,Mixed deciduous and coniferous woodland,2,close,0.90,Mixed deciduous and coniferous woodland on a slope,http://eunis.eea.europa.eu/eunishabitats/G4,
Bäumchen,1,review,G5,"Lines of trees, small anthropogenic woodlands, recently felled woodland, early-stage woodland and coppice",2,broad,0.60,"Small tree, likely part of lines of trees or small woods",http://eunis.eea.europa.eu/eunishabitats/G5,
Weidenbäumchen,1,linked,F9.1,Riverine scrub,3,close,0.70,"Small willow tree, riverine scrub",http://eunis.eea.europa.eu/eunishabitats/F9.1,
Auengehölz,1,linked,G1.1,"Riparian and gallery woodland, with dominant [Alnus], [Betula], [Populus] or [Salix]",3,exact,0.95,Riparian woodland,http://eunis.eea.europa.eu/eunishabitats/G1.1,
frischgemähte Wiese,1,linked,E2.2,Low and medium altitude hay meadows,3,close,0.90,Freshly mown hay meadow,http://eunis.eea.europa.eu/eunishabitats/E2.2,
junge Fichte vor dem Wärterhaus,1,linked,J2,Low density buildings,2,broad,0.80,Young spruce in front of a low density building,http://eunis.eea.europa.eu/eunishabitats/J2,
Tannenjungholz,1,linked,G5.6,Early-stage natural and semi-natural woodlands and regrowth,3,close,0.80,Young fir regrowth,http://eunis.eea.europa.eu/eunishabitats/G5.6,
Tannenschonung,1,linked,G5.7,Coppice and early-stage plantations,3,close,0.85,Young fir plantation,http://eunis.eea.europa.eu/eunishabitats/G5.7,
Waldwiesen und Waldblößen,1,linked,E5,Woodland fringes and clearings and tall forb stands,2,close,0.85,Woodland glades and clearings,http://eunis.eea.europa.eu/eunishabitats/E5,
Wiese am Rand eines Kartoffelackers,1,linked,X07,Intensively-farmed crops interspersed with strips of natural and/or semi-natural vegetation,2,close,0.80,Meadow bordering arable land,http://eunis.eea.europa.eu/eunishabitats/X07,
Wald und Flur,1,linked,X10,Mosaic landscapes with a woodland element (bocages),2,close,0.70,Mosaic of woodland and open fields,http://eunis.eea.europa.eu/eunishabitats/X10,
Forstschlag,1,linked,G5.8,Recently felled areas,3,exact,0.95,Recently felled area,http://eunis.eea.europa.eu/eunishabitats/G5.8,
Kiefernverjüngung,1,linked,G5.6,Early-stage natural and semi-natural woodlands and regrowth,3,close,0.85,Pine regeneration,http://eunis.eea.europa.eu/eunishabitats/G5.6,
Gemeindeschlag,1,linked,G5.8,Recently felled areas,3,close,0.90,Municipal forest clearing,http://eunis.eea.europa.eu/eunishabitats/G5.8,
Schlag,1,linked,G5.8,Recently felled areas,3,exact,0.95,Forest clearing,http://eunis.eea.europa.eu/eunishabitats/G5.8,
Erlenmoos an einem klaren Tümpel,1,linked,G1.4,Broadleaved swamp woodland not on acid peat,3,close,0.85,Alder swamp woodland near a pool,http://eunis.eea.europa.eu/eunishabitats/G1.4,
Lehmwand,1,linked,H3.2,Basic and ultra-basic inland cliffs,3,broad,0.70,Clay wall/cliff,http://eunis.eea.europa.eu/eunishabitats/H3.2,
Nadelholzwaldungen,1,linked,G3,Coniferous woodland,2,exact,0.95,Coniferous woodland,http://eunis.eea.europa.eu/eunishabitats/G3,
"Wehr, Schotterfels",1,linked,J5.4,Highly artificial non-saline running waters,3,broad,0.70,"Weir, artificial running water structure",http://eunis.eea.europa.eu/eunishabitats/J5.4,
Fichten und Föhren,1,linked,G3,Coniferous woodland,2,close,0.90,Spruce and pine woodland,http://eunis.eea.europa.eu/eunishabitats/G3,
"Himbeersträucher, Fichtendickungen",1,linked,G5.6,Early-stage natural and semi-natural woodlands and regrowth,3,close,0.80,Raspberry shrubs and spruce thickets,http://eunis.eea.europa.eu/eunishabitats/G5.6,
"Waldrand, Linden an der Straße",1,linked,G5.1,Lines of trees,3,broad,0.80,Linden trees along a road at forest edge,http://eunis.eea.europa.eu/eunishabitats/G5.1,
Schilf des Altwassers,1,linked,C3.2,Water-fringing reedbeds and tall helophytes other than canes,3,exact,0.95,Reedbeds of oxbow lake,http://eunis.eea.europa.eu/eunishabitats/C3.2,
"Moor, Waldgebiet",1,linked,X04,Raised bog complexes,2,close,0.75,Mire and woodland complex,http://eunis.eea.europa.eu/eunishabitats/X04,
Tannenstichicht,1,linked,G3.1,[Abies] and [Picea] woodland,3,close,0.85,Dense young fir stand,http://eunis.eea.europa.eu/eunishabitats/G3.1,
Schmiede,1,linked,J1.2,Residential buildings of villages and urban peripheries,3,broad,0.80,"Smithy, village building",http://eunis.eea.europa.eu/eunishabitats/J1.2,
Kartoffelfeld,1,linked,I1.1,Intensive unmixed crops,3,exact,0.95,Potato field,http://eunis.eea.europa.eu/eunishabitats/I1.1,
Tannenwäldchen,1,linked,G5.4,Small coniferous anthropogenic woodlands,3,exact,0.90,Small coniferous wood,http://eunis.eea.europa.eu/eunishabitats/G5.4,
Moos am Südufer des Sees,1,linked,D2,"Valley mires, poor fens and transition mires",2,close,0.75,Moss/bog on lake shore,http://eunis.eea.europa.eu/eunishabitats/D2,
umgebrochene Äcker,1,linked,I1.5,"Bare tilled, fallow or recently abandoned arable land",3,exact,0.95,Ploughed fields,http://eunis.eea.europa.eu/eunishabitats/I1.5,
Bachschlucht,1,linked,C2.2,"Permanent non-tidal, fast, turbulent watercourses",3,broad,0.80,Stream ravine,http://eunis.eea.europa.eu/eunishabitats/C2.2,
Weghecke,1,linked,FA.2,Highly-managed hedgerows of native species,3,close,0.85,Wayside hedge,http://eunis.eea.europa.eu/eunishabitats/FA.2,
Haberfeld,1,linked,I1.1,Intensive unmixed crops,3,exact,0.95,Oat field,http://eunis.eea.europa.eu/eunishabitats/I1.1,
Birnbaum hinter dem Friedhofstor,1,linked,J4.7,Constructed parts of cemeteries,3,broad,0.75,Pear tree in cemetery,http://eunis.eea.europa.eu/eunishabitats/J4.7,
Allee vor dem Haus,1,linked,G5.1,Lines of trees,3,exact,0.90,Avenue of trees,http://eunis.eea.europa.eu/eunishabitats/G5.1,
Wertachufer,1,linked,C3.6,Unvegetated or sparsely vegetated shores with soft or mobile sediments,3,close,0.80,River bank of the Wertach,http://eunis.eea.europa.eu/eunishabitats/C3.6,
Wiesen und Erlen und Fichten am Altwasser,1,linked,G1.1,"Riparian and gallery woodland, with dominant [Alnus], [Betula], [Populus] or [Salix]",3,broad,0.75,"Riparian mosaic with meadows, alder, spruce",http://eunis.eea.europa.eu/eunishabitats/G1.1,
Fichtenbänke längs der Bahn,1,linked,G5.1,Lines of trees,3,close,0.80,Spruce rows along railway,http://eunis.eea.europa.eu/eunishabitats/G5.1,
reinen Nadelholz,1,linked,G3,Coniferous woodland,2,exact,0.95,Pure coniferous forest,http://eunis.eea.europa.eu/eunishabitats/G3,
Wirbachauen,1,linked,G1.1,"Riparian and gallery woodland, with dominant [Alnus], [Betula], [Populus] or [Salix]",3,close,0.85,Riparian floodplains of the Wirbach,http://eunis.eea.europa.eu/eunishabitats/G1.1,
überhangendes Ufer,1,linked,C3,Littoral zone of inland surface waterbodies,2,broad,0.70,Uferzone von Binnengewässern,http://eunis.eea.europa.eu/eunishabitats/C3,
angeschwemmter Sand,1,linked,C3.6,Unvegetated or sparsely vegetated shores with soft or mobile sediments,3,close,0.80,Unvegetated or sparsely vegetated shores,http://eunis.eea.europa.eu/eunishabitats/C3.6,
Tannen längs der Strasse,1,linked,G5.1,Lines of trees,3,broad,0.80,Lines of trees,http://eunis.eea.europa.eu/eunishabitats/G5.1,
Hausgiebel,1,linked,J1,"Buildings of cities, towns and villages",2,broad,0.90,Teil von Gebäuden,http://eunis.eea.europa.eu/eunishabitats/J1,
Weiden und Erlen am Bache,1,linked,F9.1,Riverine scrub,3,close,0.80,Riverine scrub or G1.1,http://eunis.eea.europa.eu/eunishabitats/F9.1,
Moosbeer Dickicht,1,linked,D1.1,Raised bogs,3,broad,0.70,Oxycoccus on raised bogs,http://eunis.eea.europa.eu/eunishabitats/D1.1,
Kies der Wehrinsel,1,linked,C3.6,Unvegetated or sparsely vegetated shores with soft or mobile sediments,3,close,0.80,Unvegetated river gravel,http://eunis.eea.europa.eu/eunishabitats/C3.6,
Auenauen,1,linked,G1.1,"Riparian and gallery woodland, with dominant [Alnus], [Betula], [Populus] or [Salix]",3,close,0.80,Auwald / Riparian woodland,http://eunis.eea.europa.eu/eunishabitats/G1.1,
laubloses Astwerk,1,review,G,"Woodland, forest and other wooded land",1,broad,0.50,Microhabitat in woodland,http://eunis.eea.europa.eu/eunishabitats/G,
Schilf- und Schachtelhalm-Dickicht,1,linked,C3.2,Water-fringing reedbeds and tall helophytes other than canes,3,exact,0.90,Water-fringing reedbeds,http://eunis.eea.europa.eu/eunishabitats/C3.2,
mit Fichten neu aufgeforstete Kahlschlagfläche,1,linked,G5.7,Coppice and early-stage plantations,3,exact,0.90,Early-stage plantations,http://eunis.eea.europa.eu/eunishabitats/G5.7,
große Kiesgrube,1,linked,J3.2,"Active opencast mineral extraction sites, including quarries",3,exact,0.90,Active opencast mineral extraction sites,http://eunis.eea.europa.eu/eunishabitats/J3.2,
Moosgraben,1,linked,C2.3,"Permanent non-tidal, smooth-flowing watercourses",3,close,0.70,Slow-flowing watercourse,http://eunis.eea.europa.eu/eunishabitats/C2.3,
Schuttansammlungen,1,linked,H2,Screes,2,close,0.70,Screes or anthropogenic waste,http://eunis.eea.europa.eu/eunishabitats/H2,
Randbänke,1,linked,C3.6,Unvegetated or sparsely vegetated shores with soft or mobile sediments,3,broad,0.70,Sparsely vegetated river banks,http://eunis.eea.europa.eu/eunishabitats/C3.6,
"Auen, Gärten",1,review,X11,Large parks,2,broad,0.60,Mosaic of riparian and gardens,http://eunis.eea.europa.eu/eunishabitats/X11,
"Lechauen, Sandinseln",1,linked,C3.6,Unvegetated or sparsely vegetated shores with soft or mobile sediments,3,close,0.80,Sparsely vegetated river sand islands,http://eunis.eea.europa.eu/eunishabitats/C3.6,
"Altwasser, Seen, Teiche, Flüsse",1,linked,C,Inland surface waters,1,broad,0.90,Inland surface waters,http://eunis.eea.europa.eu/eunishabitats/C,
Seeinseln,1,linked,C1,Surface standing waters,2,broad,0.70,Islands within standing waters,http://eunis.eea.europa.eu/eunishabitats/C1,
Halbinselwiese,1,linked,E2,Mesic grasslands,2,close,0.80,Meadow on a peninsula,http://eunis.eea.europa.eu/eunishabitats/E2,
Kieferngehölz,1,linked,G3.4,[Pinus sylvestris] woodland south of the taiga,3,close,0.80,Pinus sylvestris woodland,http://eunis.eea.europa.eu/eunishabitats/G3.4,
Tannendickicht,1,linked,G3.1,[Abies] and [Picea] woodland,3,close,0.80,Abies/Picea woodland,http://eunis.eea.europa.eu/eunishabitats/G3.1,
Fichten- und Buchenbestand,1,linked,G4.6,Mixed [Abies] - [Picea] - [Fagus] woodland,3,exact,0.90,Mixed Abies-Picea-Fagus woodland,http://eunis.eea.europa.eu/eunishabitats/G4.6,
Gärtneranlagen,1,linked,I2,Cultivated areas of gardens and parks,2,exact,0.90,Cultivated gardens and parks,http://eunis.eea.europa.eu/eunishabitats/I2,
Weidendickung,1,linked,F9.2,[Salix] carr and fen scrub,3,exact,0.90,Salix carr and fen scrub,http://eunis.eea.europa.eu/eunishabitats/F9.2,
sumpfige Wiesen,1,linked,E3,Seasonally wet and wet grasslands,2,exact,0.90,Seasonally wet and wet grasslands,http://eunis.eea.europa.eu/eunishabitats/E3,
Brutplatz,1,no_match,,,,none,0.10,"Nesting site, not a habitat class",,
Isar,1,linked,C2.2,"Permanent non-tidal, fast, turbulent watercourses",3,broad,0.80,Fast running watercourse,http://eunis.eea.europa.eu/eunishabitats/C2.2,
Wasserlache,1,linked,C1.6,"Temporary lakes, ponds and pools",3,close,0.80,Temporary pool,http://eunis.eea.europa.eu/eunishabitats/C1.6,
Heidekrautfläche,1,linked,F4.2,Dry heaths,3,exact,0.90,Dry heaths (Calluna),http://eunis.eea.europa.eu/eunishabitats/F4.2,
Gestrüpp längs des Flusses,1,linked,F9.1,Riverine scrub,3,exact,0.90,Riverine scrub,http://eunis.eea.europa.eu/eunishabitats/F9.1,
Anlagen und Vorgärten,1,linked,I2.2,Small-scale ornamental and domestic garden areas,3,exact,0.90,Small-scale domestic gardens,http://eunis.eea.europa.eu/eunishabitats/I2.2,
Tannenhochholz,1,linked,G3.1,[Abies] and [Picea] woodland,3,close,0.80,Mature Abies woodland,http://eunis.eea.europa.eu/eunishabitats/G3.1,
gemähte Wiesen,1,linked,E2.2,Low and medium altitude hay meadows,3,close,0.80,Lowland hay meadows,http://eunis.eea.europa.eu/eunishabitats/E2.2,
Linden im Schloßrondell,1,linked,I2.1,Large-scale ornamental garden areas,3,broad,0.80,Ornamental park trees,http://eunis.eea.europa.eu/eunishabitats/I2.1,
Parkgehölz,1,linked,G5.2,Small broadleaved deciduous anthropogenic woodlands,3,close,0.80,Small anthropogenic woodland,http://eunis.eea.europa.eu/eunishabitats/G5.2,
Truppenübungsplatz,1,review,E1,Dry grasslands,2,broad,0.60,Often dry grassland/heath mosaic,http://eunis.eea.europa.eu/eunishabitats/E1,
Hag,1,linked,FA,Hedgerows,2,exact,0.90,Hedgerow,http://eunis.eea.europa.eu/eunishabitats/FA,
Düngstätten,1,linked,J6.4,Agricultural and horticultural waste,3,exact,0.90,Agricultural organic waste,http://eunis.eea.europa.eu/eunishabitats/J6.4,
Latschenfelder,1,linked,F2.4,Conifer scrub close to the tree limit,3,exact,0.90,Pinus mugo scrub,http://eunis.eea.europa.eu/eunishabitats/F2.4,
Wiese am Rande einer kleinen Fichtendickung,1,linked,E2,Mesic grasslands,2,close,0.80,Wiese (E2) adjacent to young spruce stand,http://eunis.eea.europa.eu/eunishabitats/E2,
mit Erlen besetzte Wiese,1,linked,E7,Sparsely wooded grasslands,2,close,0.70,Sparsely wooded grassland with alder,http://eunis.eea.europa.eu/eunishabitats/E7,
tiefes Gebüsch,1,linked,F3.1,Temperate thickets and scrub,3,close,0.80,Temperate thickets and scrub,http://eunis.eea.europa.eu/eunishabitats/F3.1,
Fichtenholz,1,linked,G3.1,[Abies] and [Picea] woodland,3,close,0.90,Spruce woodland,http://eunis.eea.europa.eu/eunishabitats/G3.1,
Holzstoß,1,review,J6.3,Non-agricultural organic waste,3,broad,0.60,"Woodpile, non-agricultural organic waste/storage",http://eunis.eea.europa.eu/eunishabitats/J6.3,
Fichtengebüsch,1,linked,F2.4,Conifer scrub close to the tree limit,3,close,0.70,Conifer scrub or young spruce plantation,http://eunis.eea.europa.eu/eunishabitats/F2.4,
Moorgelände,1,linked,D,"Mires, bogs and fens",1,close,0.90,"Mires, bogs and fens",http://eunis.eea.europa.eu/eunishabitats/D,
Efeu,1,review,G,"Woodland, forest and other wooded land",1,broad,0.50,"Ivy, typically in woodland or on walls",http://eunis.eea.europa.eu/eunishabitats/G,
Auwaldungen und Fichtendickungen,1,linked,G4,Mixed deciduous and coniferous woodland,2,close,0.70,Mosaic of riparian deciduous and spruce woodland,http://eunis.eea.europa.eu/eunishabitats/G4,
Tannen am Altwasser,1,linked,G4.8,Mixed non-riverine deciduous and coniferous woodland,3,close,0.70,Firs near oxbow lake,http://eunis.eea.europa.eu/eunishabitats/G4.8,
kleines Wäldchen,1,linked,G5.2,Small broadleaved deciduous anthropogenic woodlands,3,close,0.80,Small anthropogenic woodland,http://eunis.eea.europa.eu/eunishabitats/G5.2,
lichter Jungholz,1,linked,G5.6,Early-stage natural and semi-natural woodlands and regrowth,3,close,0.80,Early-stage natural regrowth,http://eunis.eea.europa.eu/eunishabitats/G5.6,
Heute,1,no_match,,,,none,0.00,"Temporal term, not a habitat",,
"Büsche, nahe einer kleinen Fichtenpflanzung",1,linked,F3.1,Temperate thickets and scrub,3,close,0.80,Temperate scrub near spruce plantation,http://eunis.eea.europa.eu/eunishabitats/F3.1,
Bahnhofareal,1,linked,J4.3,Rail networks,3,close,0.90,"Station area, rail networks",http://eunis.eea.europa.eu/eunishabitats/J4.3,
Apfelbaum eines Bauernhofes,1,linked,G1.D,Fruit and nut tree orchards,3,broad,0.80,Apple tree in farmyard/orchard,http://eunis.eea.europa.eu/eunishabitats/G1.D,
Fichtenbäumchen,1,linked,G3.1,[Abies] and [Picea] woodland,3,broad,0.70,Young spruce tree,http://eunis.eea.europa.eu/eunishabitats/G3.1,
Fichtenspitzchen,1,linked,G3.1,[Abies] and [Picea] woodland,3,broad,0.70,Spruce treetop,http://eunis.eea.europa.eu/eunishabitats/G3.1,
Telegraphendrähte,1,linked,J4,Transport networks and other constructed hard-surfaced areas,2,broad,0.80,"Telegraph wires, transport/utility network",http://eunis.eea.europa.eu/eunishabitats/J4,
Weiden- und Erlenhäge am Rande eines fast ausgetrockneten Überschwemmungsarmes,1,linked,F9.1,Riverine scrub,3,close,0.80,Willow and alder riparian scrub,http://eunis.eea.europa.eu/eunishabitats/F9.1,
